Sample Time (ms),CPU Usage (%),Free Memory (MB)
32054,1.6,974.41015625
32180,3.2,974.515625
32290,13.3,940.16015625
32400,17.2,868.25390625
32510,19.0,821.8046875
32635,30.6,944.87109375
32745,15.3,900.09765625
32853,14.3,897.328125
32965,14.0,922.37109375
33076,12.7,962.3515625
33185,23.6,918.09765625
33295,17.5,878.7890625
33407,15.8,822.609375
33518,56.4,885.703125
33643,16.9,900.9375
33751,14.0,908.9765625
33875,17.5,922.453125
33985,3.6,917.6015625
34110,1.5,917.6015625
34235,1.6,917.73828125
34360,0.0,922.16015625
34485,0.0,922.1640625
34610,1.6,922.23828125
34735,3.1,922.2578125
34846,10.7,922.08203125
34955,3.6,922.25
35079,3.1,923.328125
35188,0.0,925.67578125
35314,3.1,928.31640625
35439,0.0,928.31640625
35563,0.0,928.25390625
35688,0.0,930.3203125
35814,6.3,930.359375
35923,6.9,930.33984375
36049,0.0,930.31640625
36173,0.0,930.328125
36298,0.0,930.421875
36425,0.0,930.41796875
36550,1.6,930.28125
36676,0.0,930.296875
36801,3.1,930.24609375
36925,14.1,926.41796875
37050,3.1,928.6640625
37176,1.6,928.73046875
37300,1.6,928.73046875
37424,4.7,927.87109375
37533,0.0,927.9140625
37658,0.0,927.24609375
37783,0.0,930.3203125
37909,12.3,930.64453125
38017,0.0,930.6640625
38141,1.5,930.68359375
38266,0.0,930.71484375
38391,0.0,932.71875
38516,1.6,932.3671875
38643,7.8,951.44921875
38754,10.9,951.5390625
38862,3.6,951.6875
38971,3.5,951.61328125
39100,1.6,951.61328125
39222,0.0,951.61328125
39348,0.0,951.61328125
39473,1.6,951.61328125
39599,4.6,951.2109375
39722,0.0,951.2109375
39845,7.7,953.18359375
39971,10.8,953.05078125
40097,1.6,953.0546875
40221,0.0,953.0546875
40347,3.1,953.046875
40473,0.0,953.046875
40598,0.0,952.92578125
40724,1.6,952.90625
40849,1.6,952.90234375
40959,8.9,952.91796875
41083,6.2,953.15625
41192,7.1,954.9140625
41317,0.0,954.9140625
41443,0.0,954.9140625
41570,1.6,954.76171875
41696,1.6,954.76171875
41821,1.6,954.59765625
41947,9.9,954.34765625
42072,3.2,954.3203125
42180,4.0,954.28515625
42305,3.1,954.28515625
42430,0.0,954.28515625
42556,1.6,956.28515625
42681,4.2,956.1875
42809,1.6,956.17578125
42933,4.6,956.12109375
43057,1.6,956.12109375
43182,3.2,955.8671875
43308,18.8,911.78125
43431,40.4,876.3046875
43539,26.8,870.046875
43648,12.5,866.79296875
43774,9.4,862.0546875
43883,10.7,869.5390625
44007,9.4,868.7109375
44133,1.6,868.7109375
44259,11.1,867.80859375
44369,32.8,862.9609375
44478,7.4,862.6875
44604,11.3,862.52734375
44714,0.0,862.44921875
44838,3.2,862.44921875
44964,10.6,862.39453125
45089,1.6,862.48046875
45213,3.0,864.48828125
45340,25.0,866.12890625
45449,5.3,866.03515625
45574,0.0,866.0390625
45700,1.5,866.0390625
45824,1.6,866.0390625
45950,9.2,866.015625
46061,0.0,865.875
46187,6.2,859.1875
46313,4.8,859.0546875
46422,0.0,859.0546875
46547,0.0,859.0546875
46672,0.0,859.3828125
46795,0.0,859.2578125
46921,9.5,859.2109375
47030,1.8,859.20703125
47155,3.1,862.22265625
47280,1.6,862.22265625
47406,3.1,862.21875
47532,1.6,862.21875
47658,0.0,862.24609375
47783,3.1,861.88671875
47909,10.9,856.9765625
48018,8.8,855.25390625
48142,0.0,855.25390625
48268,3.1,855.25390625
48394,3.2,855.25390625
48506,0.0,855.265625
48630,0.0,855.34375
48755,1.6,855.265625
48879,1.6,855.109375
49005,4.7,855.1015625
49131,0.0,855.1015625
49255,1.6,855.1015625
49378,0.0,859.296875
49502,6.2,859.296875
49628,1.6,859.296875
49754,0.0,859.328125
49880,6.2,859.3671875
