Num_Items,Create_Time,Update_Time,Delete_Time
100,0.010197775363922119,0.008839867115020751,0.01139237403869629
200,0.009001064300537109,0.006117057800292969,0.006401723623275757
300,0.006988176504770915,0.007293118635813395,0.006356259981791178
500,0.005620534420013428,0.005547870635986328,0.006018888473510742
1000,0.005877353429794311,0.005561331033706665,0.005809251546859741
3000,0.005516117811203003,0.005640166838963827,0.005550691922505697
5000,0.005489894580841065,0.006078326749801636,0.006169950437545776
