Sample Time (ms),CPU Usage (%),Free Memory (MB)
15019,8.8,987.45703125
15131,5.5,987.45703125
15252,6.2,987.69140625
15361,0.0,987.6875
15484,10.5,987.625
15595,3.4,987.61328125
15703,1.9,987.609375
15811,7.1,987.59375
15920,0.0,987.83984375
16029,7.1,987.85546875
16140,1.8,987.85546875
16250,1.8,987.85546875
16358,3.5,987.8515625
16482,9.5,987.84375
16591,3.5,987.84375
16699,3.6,987.99609375
16825,4.7,987.98046875
16936,3.6,987.98046875
17044,8.9,991.94140625
17154,7.1,1012.890625
17263,3.6,1013.66796875
17373,0.0,1013.6640625
17482,17.9,1013.82421875
17591,5.4,1013.82421875
17699,8.9,1013.8203125
17809,5.4,1013.8046875
17918,0.0,1013.8046875
18027,3.6,1001.58203125
18135,3.6,1001.58203125
18244,1.8,1001.58203125
18354,5.4,1001.59375
18463,10.7,1001.63671875
18573,7.1,1002.0625
18681,1.8,1002.0625
18790,5.4,1002.05859375
18900,3.6,1002.05859375
19008,3.6,1002.43359375
19117,5.4,1003.28125
19224,5.4,1003.33984375
19335,3.6,1003.33203125
19457,4.8,1003.328125
19565,8.6,1003.328125
19673,8.3,1003.32421875
19780,3.6,1003.32421875
19890,8.6,1003.32421875
19998,1.8,1003.96484375
20108,7.1,1004.08984375
20218,3.6,1004.08984375
20328,8.9,1003.8515625
20437,8.9,1003.8671875
20547,10.7,1004.07421875
20656,1.8,1004.0625
20765,5.4,1004.046875
20876,1.8,1004.1171875
20984,3.6,1004.30078125
21106,4.7,1004.28515625
21215,8.9,1004.26953125
21324,1.8,1004.53125
21434,3.6,1004.5625
21560,20.0,1004.6328125
21671,0.0,1004.6875
21780,1.8,1004.6875
21889,0.0,1004.6875
22000,1.8,1005.6875
22109,8.8,1006.5625
22220,8.5,1006.5625
22328,7.5,1006.5625
22437,3.6,1006.5625
22546,14.3,1006.5625
22655,3.5,1006.875
22778,4.7,1006.875
22888,3.6,1006.86328125
22997,3.6,1006.8515625
23106,14.3,1007.2109375
23215,7.1,1006.9140625
23324,3.6,1006.9140625
23446,37.9,993.34765625
23569,20.3,982.23828125
23692,12.5,955.265625
23802,12.7,941.44140625
23910,14.0,924.04296875
24020,7.3,943.78125
24129,14.8,941.6171875
24252,13.4,933.00390625
24377,12.5,883.21875
24487,25.5,887.109375
24610,27.6,868.29296875
24733,14.3,866.328125
24844,19.3,857.38671875
24953,5.5,857.3828125
25078,7.7,850.1015625
25187,10.9,839.08984375
25313,12.5,838.984375
25421,22.8,843.37109375
25529,8.9,843.3125
25656,15.6,843.77734375
25778,10.9,839.8203125
25904,7.9,828.0859375
26029,14.1,814.0390625
26138,22.8,815.92578125
26248,9.1,815.92578125
26375,16.7,815.91796875
26500,23.4,815.9296875
26625,12.5,806.71875
26746,9.5,800.4453125
26857,16.1,823.83984375
26968,8.8,826.2421875
27078,14.3,827.2734375
27200,14.1,811.2734375
27325,10.9,811.2578125
27434,12.5,795.5625
27543,17.5,815.89453125
27654,12.7,815.890625
27766,14.0,815.4921875
27877,9.4,810.00390625
27987,10.9,799.6640625
28099,14.3,821.38671875
28208,12.1,805.62890625
28316,3.6,805.67578125
28442,1.6,805.67578125
28569,11.9,805.671875
28678,0.0,805.671875
28804,1.6,805.9140625
28929,0.0,805.921875
29055,0.0,805.921875
29183,0.0,805.921875
29308,15.6,805.90625
29417,10.5,770.515625
29527,16.1,720.4140625
29651,12.7,669.29296875
29763,10.5,686.328125
29874,37.5,760.69921875
29983,10.9,760.69921875
30093,20.4,771.1640625
30218,30.8,781.3984375
30342,27.7,826.00390625
30466,15.4,741.76953125
30577,23.2,681.72265625
30688,10.9,676.828125
30799,33.9,736.984375
30909,22.8,731.3671875
31020,11.1,736.51171875
31130,6.8,764.33203125
31238,0.0,762.67578125
31364,0.0,762.67578125
31490,3.0,762.74609375
31600,5.6,762.67578125
31710,5.2,762.67578125
31836,0.0,762.79296875
31961,1.5,762.88671875
32087,0.0,762.8984375
32212,1.6,767.484375
32335,0.0,767.46484375
32460,0.0,767.4765625
32600,11.1,767.4765625
32726,4.6,767.46484375
32851,0.0,767.46484375
32976,0.0,767.45703125
33101,1.6,767.5
33226,1.6,767.5
33353,0.0,767.5234375
33478,0.0,767.60546875
33604,12.3,770.5625
33714,5.4,771.05859375
33823,0.0,771.0703125
33947,0.0,771.0703125
34072,6.2,770.59765625
34194,3.1,777.171875
34320,0.0,777.19921875
34445,1.6,777.203125
34570,4.8,777.20703125
34680,3.5,777.20703125
34807,3.1,777.19921875
34932,1.6,779.19921875
35056,0.0,780.2109375
35181,0.0,780.2109375
35307,0.0,780.2109375
35430,0.0,780.2578125
35554,6.2,780.25390625
35680,6.5,779.09375
35790,1.8,779.09375
35900,1.8,779.05078125
36026,1.5,779.04296875
36153,1.6,779.04296875
36276,1.6,781.06640625
36401,0.0,781.07421875
36527,3.2,781.07421875
36638,7.0,781.07421875
36762,3.1,781.07421875
36889,3.1,781.078125
36998,0.0,781.078125
37125,1.6,781.02734375
37249,0.0,781.02734375
37374,1.6,780.91796875
37501,3.1,780.9453125
37612,4.7,780.81640625
37723,1.8,782.8203125
37848,1.6,782.82421875
37972,1.5,782.82421875
38098,3.1,778.9609375
38207,7.1,776.94921875
38332,6.2,773.33984375
38460,11.1,773.0703125
38571,16.1,773.02734375
38697,13.8,772.62890625
38807,7.1,771.8671875
38933,3.2,771.76953125
39042,12.3,784.87109375
39199,15.0,783.84375
39324,14.1,789.7890625
39446,43.5,789.828125
39685,49.0,798.44140625
39809,1.6,798.44140625
39934,0.0,799.0078125
40057,9.4,792.2265625
40181,0.0,792.390625
40307,1.6,792.44921875
40431,3.1,794.234375
40558,12.5,794.12890625
40668,1.8,794.12890625
40794,1.5,794.12890625
40919,1.6,794.12890625
41044,3.1,794.125
41168,1.6,794.125
41278,0.0,794.18359375
41404,0.0,794.9140625
41529,4.7,794.921875
41654,7.8,794.22265625
41779,1.6,796.265625
41906,3.1,796.265625
42031,1.6,796.265625
42157,6.2,796.265625
42267,0.0,796.265625
42390,0.0,796.265625
42515,4.8,796.27734375
42641,6.2,796.29296875
42765,0.0,796.29296875
42891,0.0,797.578125
43015,6.2,797.578125
43140,0.0,799.59765625
43265,7.7,799.375
43389,0.0,799.37109375
43514,3.1,799.3671875
43640,6.2,799.3984375
43765,3.1,798.60546875
43890,7.8,793.36328125
44014,9.4,780.046875
44138,10.9,772.73046875
44247,22.2,764.76953125
44355,24.6,760.86328125
44466,21.1,758.6796875
44574,25.0,758.65234375
44684,22.2,758.40234375
44810,15.4,757.578125
44933,10.8,754.56640625
45044,21.4,741.140625
45170,20.3,727.671875
45279,16.4,721.29296875
45389,19.6,721.21484375
45513,30.8,758.078125
45639,93.8,758.9375
45762,70.3,763.09765625
45888,34.4,763.7109375
46026,38.6,759.09765625
46135,14.0,766.76953125
46243,5.3,778.31640625
46353,1.8,778.62109375
46479,0.0,779.08203125
46603,15.2,779.03515625
46712,0.0,779.05859375
46838,0.0,779.05859375
46964,3.1,779.06640625
47092,0.0,779.0546875
47218,0.0,779.8046875
47344,1.6,779.8046875
47470,2.9,779.8046875
47596,6.2,779.953125
47706,0.0,779.9375
47832,1.6,779.81640625
47957,0.0,779.81640625
48081,3.1,779.796875
48205,1.6,779.484375
48331,0.0,779.54296875
48457,3.2,779.54296875
48566,1.8,782.95703125
48676,0.0,784.51953125
48801,3.2,784.515625
48928,0.0,784.57421875
49053,1.5,784.484375
49177,1.6,784.484375
49302,1.6,784.4140625
49426,0.0,784.453125
49553,9.2,784.45703125
49664,0.0,784.5703125
49789,0.0,784.453125
49914,0.0,784.7265625
