Sample Time (ms),CPU Usage (%),Free Memory (MB)
9775,10.0,507.57421875
9883,3.8,507.57421875
9992,1.8,507.57421875
10116,1.6,507.55078125
10224,1.8,507.578125
10333,0.0,507.578125
10443,8.9,507.74609375
10567,3.1,508.08984375
10677,3.6,508.1015625
10786,5.4,526.42578125
10895,3.6,526.5390625
11004,3.6,526.6484375
11128,7.8,526.70703125
11237,3.6,526.91796875
11345,5.4,526.91796875
11455,16.1,516.796875
11564,0.0,516.79296875
11690,3.1,516.84375
11799,3.6,516.90234375
11907,5.4,517.109375
12017,1.8,517.109375
12127,10.7,517.23046875
12237,7.1,519.28515625
12346,3.6,519.28515625
12454,14.3,520.69140625
12564,5.4,520.703125
12674,5.4,520.69921875
12782,1.8,520.69921875
12892,7.1,520.69921875
13001,5.4,520.69921875
13109,1.8,520.84375
13235,4.7,521.2265625
13346,3.6,523.1953125
13455,5.4,523.1953125
13564,3.6,521.83203125
13672,3.6,521.91015625
13780,1.8,521.91015625
13891,1.8,522.01953125
13999,0.0,522.01953125
14107,1.8,522.03125
14216,0.0,522.0546875
14327,1.8,522.0546875
14450,9.4,522.109375
14559,0.0,522.22265625
14670,1.8,522.40625
14794,4.7,523.08203125
14901,1.8,523.08203125
15010,5.4,523.08203125
15121,7.0,524.52734375
15231,1.8,524.55078125
15340,1.8,524.55078125
15449,17.9,524.55078125
15573,6.2,524.48828125
15682,54.0,560.703125
15804,59.4,602.41015625
15914,69.6,650.39453125
16023,12.5,698.109375
16132,7.1,722.48046875
16242,10.7,749.9375
16352,7.0,758.51171875
16460,14.3,758.51171875
16570,5.4,758.546875
16694,10.9,781.4765625
16804,1.8,812.78125
16928,9.0,844.9609375
17054,3.1,877.125
17162,1.8,897.25
17287,3.1,897.22265625
17410,7.9,897.48046875
17534,3.1,897.5
17659,1.5,897.52734375
17784,3.1,897.52734375
17909,3.1,897.52734375
18034,3.1,897.52734375
18143,1.8,891.265625
18269,10.9,934.33203125
18377,7.0,960.94921875
18502,28.1,982.3515625
18628,0.0,995.49609375
18753,1.5,995.85546875
18878,3.1,995.85546875
19005,0.0,996.30078125
19129,4.8,996.5859375
19255,3.0,996.6015625
19381,1.6,996.59375
19505,11.3,996.71875
19616,1.7,999.9765625
19741,1.6,999.9765625
19867,3.1,999.9765625
19991,0.0,999.9765625
20116,1.6,1000.375
20225,7.0,1000.2421875
20335,3.6,1000.33984375
20460,4.8,1000.21875
20569,10.3,1000.21875
20694,0.0,1000.19921875
20818,0.0,1000.19921875
20942,1.6,1000.19921875
21070,3.1,999.9921875
21196,4.7,996.20703125
21305,3.6,996.21484375
21430,3.1,996.2890625
21555,13.8,996.27734375
21680,1.6,996.27734375
21806,0.0,996.30859375
21931,2.9,996.30859375
22058,0.0,996.30859375
22183,1.5,996.3125
22310,3.1,996.3125
22434,3.2,996.3125
22559,6.5,996.30859375
22684,1.5,996.34375
22809,1.6,996.73046875
22935,1.4,996.765625
23060,1.6,996.79296875
23185,3.1,996.7578125
23312,1.6,996.65625
23438,1.6,996.65625
23563,3.0,996.7890625
23687,1.5,1013.921875
23814,1.6,1013.921875
23939,1.6,1013.921875
24065,0.0,1014.00390625
24190,1.5,1015.12109375
24315,3.1,1015.12109375
24423,5.5,1007.6328125
24533,7.0,1006.37109375
24643,1.8,1006.44921875
24770,1.6,1006.44921875
24896,3.1,1006.26953125
25021,9.4,1004.02734375
25130,10.5,1003.9375
25239,5.4,1003.52734375
25366,9.4,993.9453125
25475,14.3,1004.5546875
25601,7.9,993.41015625
25711,15.8,993.4140625
25821,12.5,991.203125
25931,14.3,973.484375
26040,7.1,972.4921875
26149,3.6,972.4921875
26275,10.0,972.421875
26384,3.6,972.21484375
26493,19.6,971.9609375
26606,15.0,971.98828125
26715,6.8,963.14453125
26824,8.9,963.21484375
26933,7.1,966.2578125
27044,7.0,966.25390625
27152,0.0,966.25390625
27275,1.6,966.37109375
27400,6.5,960.375
27525,17.2,960.453125
27651,11.8,960.4453125
27761,12.5,959.53515625
27871,9.3,977.37890625
27995,3.0,1012.34375
28121,1.6,1013.28515625
28245,0.0,1013.96484375
28372,0.0,1013.96484375
28499,7.8,1013.96875
28608,0.0,1013.96875
28733,0.0,1013.9921875
28859,1.5,1013.9609375
28984,1.5,1013.96875
29110,1.6,1014.06640625
29236,1.5,1014.06640625
29361,0.0,1014.0234375
29487,6.2,1010.3046875
29597,7.1,999.46875
29722,0.0,999.44921875
29847,7.8,999.47265625
29971,0.0,999.47265625
